         1190349 function calls (1189924 primitive calls) in 66.127 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/thread.py:184(_adjust_thread_count)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:1734(clear_expired_cookies)
      228    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:1066(_output)
       64    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/filter.py:224(__init__)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/feedparser.py:123(pushlines)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:55(set_url)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/_collections.py:100(__setitem__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:1816(getattr_static)
      518    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
     1679    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:2058(get_debug)
       22    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:256(get)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/retry.py:387(is_retry)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:451(_parse_sub)
       80    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
     1557    0.000    0.000    0.000    0.000 {built-in method _operator.index}
      101    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:497(set_running_or_notify_cancel)
     1032    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      380    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:357(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:207(register_hook)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1497(debug)
       38    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:781(get_adapter)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_futures.py:13(isfuture)
      949    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/feedparser.py:197(_new_message)
      627    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/_collections.py:82(__init__)
      298    0.000    0.000    0.000    0.000 /usr/lib/python3.13/socket.py:744(readable)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:19(__aexit__)
      437    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:657(_last_descendant)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:118(__init__)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:1297(_cookie_attrs)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:511(_parse)
      6/2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:37(_compile)
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/selector_events.py:740(_process_events)
       96    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:772(time)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:413(_splitnetloc)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
       41    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:636(unquote_unreserved)
       37    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:514(_parse_content_type_header)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/timeout.py:245(read_timeout)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1634(__getitem__)
      195    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      312    0.000    0.000    0.000    0.000 {built-in method time.time}
      191    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/_htmlparser.py:84(__init__)
       38    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       22    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:499(_flush_decoder)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/futures.py:310(_set_result_unless_cancelled)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:386(acquire)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:781(call_later)
       97    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:393(done)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:782(_compile_bytecode)
      168    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/retry.py:242(<genexpr>)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:949(_wrap_ipv6)
      516    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/_collections.py:93(__getitem__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:408(add_done_callback)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:472(acquire)
        1    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/main.py:56(_enqueue_seeds)
      145    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/_internal_utils.py:25(to_native_string)
        2    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
      260    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
       37    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:1092(closed)
       83    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/hooks.py:15(default_hooks)
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:799(mount)
      203    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:1753(__iter__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:519(release)
       24    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/ssl_.py:180(resolve_cert_reqs)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:799(iter_content)
      260    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      114    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/timeout.py:126(resolve_default_timeout)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1214(get_data)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/poolmanager.py:374(_merge_pool_kwargs)
      149    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:74(_add_entry)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/socket.py:523(type)
       76    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:380(locked)
       76    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       24    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/retry.py:379(_is_method_retryable)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/__init__.py:108(lookup)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:442(flush)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:805(call_at)
       41    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:334(__init__)
      219    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      294    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:304(cert_verify)
      283    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
      147    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
      516    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1658(copy_with)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/_htmlparser.py:347(__init__)
      519    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/thread.py:1(<module>)
      530    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      367    0.000    0.000    0.000    0.000 /usr/lib/python3.13/enum.py:1333(value)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:457(create_future)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:175(port)
      428    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:428(result)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1423(__init__)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:258(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/html/parser.py:86(__init__)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:1265(_encode_request)
       76    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:404(retries)
      272    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/frontier/frontier.py:18(get)
      540    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ssl.py:1117(_checkClosed)
      516    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/events.py:157(cancel)
       24    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:1286(_validate_host)
       76    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:156(username)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/message.py:211(is_multipart)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:393(prepare_method)
      195    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:514(_compile_info)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:428(notify_all)
      529    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:71(_wakeup_next)
       28    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/_htmlparser.py:266(handle_entityref)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/feedparser.py:210(_pop_message)
      136    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/message.py:335(set_payload)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:383(cancelled)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/taskgroups.py:68(__aexit__)
       82    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
      121    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:884(__init__)
      367    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:2272(__eq__)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/hooks.py:22(dispatch_hook)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:1290(_cookies_for_request)
       76    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:463(exception)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:245(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:172(get)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/message.py:150(__init__)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:1269(_validate_method)
       41    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      118    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      519    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:194(clear)
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:140(__init__)
       97    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       40    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:2869(__init__)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1764(isEnabledFor)
       21    0.000    0.000    0.000    0.000 <frozen _collections_abc>:853(__len__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_joinable_thread}
       63    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/socket.py:507(detach)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:143(flush)
      123    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:211(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/encodings/__init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:2078(__subclasscheck__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:978(urlencode)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:869(__missing__)
      152    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       32    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:252(put)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:1803(_shadowed_dict)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:1768(_check_instance)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:326(__new__)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:997(raise_for_status)
        4    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/events.py:113(__init__)
       44    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/response.py:9(is_fp_closed)
      118    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:1278(_validate_path)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:47(modified)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:428(release)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/collections/__init__.py:599(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
      107    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      152    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:237(__init__)
       57    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:344(<genexpr>)
      280    0.000    0.000    0.000    0.000 /usr/lib/python3.13/collections/__init__.py:613(__missing__)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/timeout.py:202(start_connect)
       49    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/taskgroups.py:82(_aexit)
      148    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:421(_checknetloc)
       97    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
       42    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/netrc.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:203(get_nowait)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:1777(_check_class)
      135    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:453(isclosed)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1368(__setattr__)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/request.py:136(set_file_position)
      154    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:44(_debug)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:193(_userinfo)
       80    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/_request_methods.py:51(__init__)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/socket.py:491(_decref_socketios)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/taskgroups.py:54(__aenter__)
      166    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/__init__.py:680(<genexpr>)
       20    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:1026(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/thread.py:127(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:513(cache_from_source)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:91(merge_hooks)
       72    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/_internal_utils.py:38(unicode_is_ascii)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1307(__init__)
       76    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       24    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
      226    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:117(info)
      101    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       88    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       21    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       22    0.000    0.000    0.000    0.000 {method 'get_nowait' of '_queue.SimpleQueue' objects}
      122    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:743(set_environ)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:953(start)
       20    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:333(rebuild_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:641(wait)
       70    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:241(_optimize_charset)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/enum.py:1603(__and__)
        1    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/main.py:159(main)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/futures.py:298(_get_loop)
       38    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
       24    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:1945(_add_callback)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
       29    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:127(release)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/__init__.py:204(__init__)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:1124(supports_chunked_reads)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/html/parser.py:277(parse_bogus_comment)
       17    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_get_cached)
       24    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:306(proxy_is_forwarding)
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/structures.py:60(__len__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/html/parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:327(wait)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/parser.py:17(__init__)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:167(__getitem__)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 {built-in method _io.open}
      101    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
       24    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
       46    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       38    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/tasks.py:402(create_task)
      113    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:110(__init__)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:891(default_user_agent)
       19    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/response.py:91(is_response_to_head)
       33    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/unix_events.py:83(_process_self_data)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:869(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1639(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/domain_utils.py:12(__init__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/futures.py:384(_call_check_cancel)
       42    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
